,Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,gameid
274,10,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,13
275,291,HOU,20,30,268,3,1,6,34,54,114.3,4,40,1,21,0,0,0,0,0,0,0,14
276,369,HOU,0,0,0,0,0,0,0,0,,10,83,0,20,1,1,2,0,2,0,0,14
277,295,HOU,0,0,0,0,0,0,0,0,,9,57,0,32,5,4,33,0,13,0,0,14
278,309,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,13,8,111,2,38,0,0,14
279,308,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,69,0,54,0,0,14
280,456,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,37,1,37,0,0,14
281,294,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,17,0,17,0,0,14
282,305,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,14
283,302,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,-1,0,-1,0,0,14
284,527,NOR,32,43,370,2,1,1,8,41,105.8,0,0,0,0,0,0,0,0,0,0,0,14
285,522,NOR,0,0,0,0,0,0,0,0,,13,97,0,28,8,7,72,0,41,1,0,14
286,509,NOR,0,0,0,0,0,0,0,0,,6,43,1,30,3,2,4,0,3,0,0,14
287,515,NOR,0,0,0,0,0,0,0,0,,2,8,0,6,2,1,9,1,9,0,0,14
288,506,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,13,10,123,0,24,0,0,14
289,510,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,7,7,101,0,41,0,0,14
290,528,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,37,0,31,0,0,14
291,531,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,26,1,14,0,0,14
292,517,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,-2,0,-2,0,0,14
293,226,DEN,21,31,268,1,0,3,19,53,105.3,1,1,0,1,0,0,0,0,0,1,0,15
294,216,DEN,0,0,0,0,0,0,0,0,,10,56,0,26,1,1,5,0,5,0,0,15
295,234,DEN,0,0,0,0,0,0,0,0,,11,43,0,9,6,4,23,0,10,0,0,15
296,227,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,120,0,30,0,0,15
297,230,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,86,1,53,0,0,15
298,214,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,5,0,7,0,0,15
299,225,DEN,0,0,0,0,0,0,0,0,,1,-5,0,-5,4,2,29,0,20,0,0,15
300,602,OAK,22,26,259,1,0,0,0,43,121.0,2,2,0,3,0,0,0,0,0,0,0,15
301,585,OAK,0,0,0,0,0,0,0,0,,23,85,2,13,1,1,28,0,28,0,0,15
302,589,OAK,0,0,0,0,0,0,0,0,,2,8,0,7,0,0,0,0,0,0,0,15
303,594,OAK,0,0,0,0,0,0,0,0,,1,3,0,3,0,0,0,0,0,0,0,15
304,595,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,105,1,43,0,0,15
305,583,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,70,0,25,0,0,15
306,599,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,20,0,11,0,0,15
307,601,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,16,0,9,0,0,15
308,584,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,13,0,10,0,0,15
309,592,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,15
310,720,TAM,16,25,208,1,0,3,19,41,103.4,4,9,0,9,0,0,0,0,0,0,0,16
311,711,TAM,0,0,0,0,0,0,0,0,,23,82,1,16,1,1,7,0,7,0,0,16
312,725,TAM,0,0,0,0,0,0,0,0,,4,9,0,12,0,0,0,0,0,0,0,16
313,719,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,9,8,121,1,24,0,0,16
314,714,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,61,0,41,0,0,16
315,718,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,10,0,5,0,0,16
316,724,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0,16
317,723,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,16
318,113,CAR,25,51,333,0,0,3,20,44,70.1,2,0,0,0,0,0,0,0,0,1,1,16
319,108,CAR,0,0,0,0,0,0,0,0,,16,37,0,10,6,2,16,0,10,0,0,16
320,102,CAR,0,0,0,0,0,0,0,0,,1,2,0,2,13,5,91,0,44,0,0,16
321,107,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,110,0,41,0,0,16
322,115,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,14,9,89,0,18,0,0,16
323,95,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,15,0,9,0,0,16
324,109,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,16
325,485,NWE,20,28,264,2,0,2,9,32,124.7,2,1,1,1,0,0,0,0,0,0,0,17
326,486,NWE,0,0,0,0,0,0,0,0,,21,83,1,12,0,0,0,0,0,1,1,17
327,504,NWE,0,0,0,0,0,0,0,0,,5,21,0,12,2,2,47,0,32,0,0,17
328,481,NWE,0,0,0,0,0,0,0,0,,3,10,0,5,4,3,19,1,10,0,0,17
329,596,NWE,0,0,0,0,0,0,0,0,,1,5,0,5,8,4,56,1,20,0,0,17
330,482,NWE,0,0,0,0,0,0,0,0,,2,3,0,2,0,0,0,0,0,0,0,17
331,498,NWE,0,0,0,0,0,0,0,0,,1,1,0,1,4,4,51,0,18,0,0,17
332,491,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,39,0,18,0,0,17
333,488,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,33,0,23,0,0,17
334,505,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,19,0,14,0,0,17
335,445,MIA,11,21,89,0,3,4,23,17,23.8,1,6,0,6,0,0,0,0,0,0,0,17
336,448,MIA,7,18,97,0,1,3,21,24,33.8,0,0,0,0,0,0,0,0,0,0,0,17
337,440,MIA,0,0,0,0,0,0,0,0,,6,19,0,9,6,5,29,0,10,0,0,17
338,450,MIA,0,0,0,0,0,0,0,0,,3,15,0,6,2,1,12,0,12,0,0,17
339,437,MIA,0,0,0,0,0,0,0,0,,4,6,0,3,5,1,6,0,6,0,0,17
340,781,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,63,0,17,0,0,17
341,449,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,24,0,24,0,0,17
342,451,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,13,0,13,0,0,17
343,443,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0,17
344,435,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,17
345,457,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,7,0,0,0,0,0,0,17
346,438,MIA,0,0,0,0,0,0,0,0,,1,-4,0,-4,7,3,22,0,16,0,0,17
347,186,DAL,26,30,269,3,1,1,8,51,123.5,5,69,0,42,0,0,0,0,0,0,0,18
348,202,DAL,0,0,0,0,0,0,0,0,,23,111,1,27,2,2,9,0,9,0,0,18
349,196,DAL,0,0,0,0,0,0,0,0,,4,22,0,10,1,1,3,0,3,0,0,18
350,197,DAL,0,0,0,0,0,0,0,0,,2,11,0,7,6,5,24,0,9,0,0,18
351,212,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,74,1,51,0,0,18
352,210,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,68,0,16,0,0,18
353,190,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,44,1,18,0,0,18
354,192,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,25,1,18,0,0,18
355,206,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,22,0,22,0,0,18
356,775,WAS,26,37,221,2,0,1,13,27,103.5,1,-1,0,-1,0,0,0,0,0,0,0,18
357,769,WAS,0,0,0,0,0,0,0,0,,10,25,1,10,2,2,7,0,7,0,0,18
358,790,WAS,0,0,0,0,0,0,0,0,,3,16,0,8,1,1,3,0,3,0,0,18
359,626,WAS,0,0,0,0,0,0,0,0,,1,4,0,4,2,2,9,0,5,0,0,18
360,751,WAS,0,0,0,0,0,0,0,0,,2,3,0,2,8,5,48,0,16,0,0,18
361,758,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,62,1,27,0,0,18
362,761,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,36,0,12,0,0,18
363,760,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,29,0,15,0,0,18
364,762,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,16,1,9,0,0,18
365,755,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0,18
366,84,BUF,19,30,253,1,0,3,16,51,101.1,7,21,1,9,0,0,0,0,0,0,0,19
367,74,BUF,0,0,0,0,0,0,0,0,,19,68,1,9,2,2,15,0,9,0,0,19
368,68,BUF,0,0,0,0,0,0,0,0,,6,57,1,20,0,0,0,0,0,0,0,19
369,72,BUF,0,0,0,0,0,0,0,0,,1,4,0,4,2,2,40,1,26,0,0,19
370,81,BUF,0,0,0,0,0,0,0,0,,1,1,0,1,1,1,3,0,3,0,0,19
371,85,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,83,0,51,0,0,19
372,69,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,72,0,17,0,0,19
373,82,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,18,0,18,0,0,19
374,90,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,14,0,14,0,0,19
375,83,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,19
376,78,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,19
377,76,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,19
378,537,NYG,26,45,250,1,2,1,9,33,62.3,1,2,0,2,0,0,0,0,0,1,0,19
379,549,NYG,0,0,0,0,0,0,0,0,,18,107,1,27,7,3,28,0,19,0,0,19
380,552,NYG,0,0,0,0,0,0,0,0,,1,20,0,20,10,5,51,0,14,0,0,19
381,553,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,48,0,33,0,0,19
382,557,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,38,1,28,0,0,19
383,536,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,30,0,14,0,0,19
384,145,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,28,0,11,0,0,19
385,550,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,19,0,12,0,0,19
386,544,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,19
387,551,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,19
388,658,SEA,29,35,300,3,0,4,26,30,131.0,6,22,0,15,0,0,0,0,0,1,1,20
389,671,SEA,0,0,0,0,0,0,0,0,,10,62,1,37,1,1,3,0,3,0,0,20
390,680,SEA,0,0,0,0,0,0,0,0,,15,60,0,21,3,3,27,0,10,1,1,20
391,679,SEA,0,0,0,0,0,0,0,0,,2,7,0,5,3,3,13,0,9,0,0,20
392,663,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,12,10,79,0,22,0,0,20
393,668,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,61,1,28,0,0,20
394,673,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,54,0,30,0,0,20
395,667,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,50,2,14,0,0,20
396,664,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,0,13,0,0,20
397,642,PIT,12,19,112,2,1,0,0,45,92.4,1,7,0,7,0,0,0,0,0,0,0,20
398,644,PIT,8,15,75,0,0,1,7,15,67.4,0,0,0,0,0,0,0,0,0,0,0,20
399,653,PIT,0,0,0,0,0,0,0,0,,11,33,1,14,4,3,12,0,9,0,0,20
400,791,PIT,0,0,0,0,0,0,0,0,,1,23,0,23,0,0,0,0,0,0,0,20
401,635,PIT,0,0,0,0,0,0,0,0,,3,18,0,7,1,1,13,0,13,0,0,20
402,633,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,84,0,45,0,0,20
403,650,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,7,7,38,2,8,0,0,20
404,639,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,23,0,12,0,0,20
405,648,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,17,0,17,0,0,20
406,656,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,20
407,634,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,20
408,649,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,0,0,0,1,0,20
409,651,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,20
410,6,ARI,25,40,349,0,0,3,20,54,90.5,3,4,0,7,0,0,0,0,0,1,0,21
411,22,ARI,0,0,0,0,0,0,0,0,,7,14,1,4,1,1,0,0,0,0,0,21
412,20,ARI,0,0,0,0,0,0,0,0,,1,2,0,2,2,2,15,0,10,0,0,21
413,5,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,114,0,34,0,0,21
414,2,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,11,5,104,0,54,0,0,21
415,21,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,45,0,13,0,0,21
416,16,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,31,0,31,0,0,21
417,3,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,21,0,21,0,0,21
418,8,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,13,0,9,0,0,21
419,10,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,21
420,60,BAL,24,37,272,2,0,2,14,41,104.8,16,120,0,19,0,0,0,0,0,0,0,21
421,48,BAL,0,0,0,0,0,0,0,0,,13,47,0,16,2,2,30,0,20,0,0,21
422,50,BAL,0,0,0,0,0,0,0,0,,3,11,0,4,0,0,0,0,0,0,0,21
423,57,BAL,0,0,0,0,0,0,0,0,,1,4,0,4,2,1,10,0,10,0,0,21
424,53,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,9,8,112,1,28,1,0,21
425,62,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,13,8,86,0,41,0,0,21
426,63,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,14,0,14,0,0,21
427,64,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,11,0,11,0,0,21
428,55,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,21
429,780,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,21
430,58,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,1,0,0,21
431,689,SFO,17,25,296,3,1,0,0,39,131.0,4,8,0,9,0,0,0,0,0,0,0,22
432,695,SFO,1,1,16,0,0,0,0,16,118.7,0,0,0,0,0,0,0,0,0,0,0,22
433,684,SFO,0,0,0,0,0,0,0,0,,12,121,0,34,1,1,11,0,11,0,0,22
434,686,SFO,0,0,0,0,0,0,0,0,,13,83,0,20,4,3,68,1,39,0,0,22
435,690,SFO,0,0,0,0,0,0,0,0,,10,34,2,14,0,0,0,0,0,0,0,22
436,687,SFO,0,0,0,0,0,0,0,0,,2,7,0,5,7,5,86,1,39,0,0,22
437,701,SFO,0,0,0,0,0,0,0,0,,1,6,0,6,2,1,5,0,5,0,0,22
438,698,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,77,1,38,0,0,22
439,682,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,54,0,36,0,0,22
440,693,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,7,0,7,0,0,22
441,683,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,0,4,0,0,22
442,154,CIN,26,42,311,2,1,4,20,66,90.5,2,2,0,2,0,0,0,0,0,1,0,22
443,146,CIN,0,0,0,0,0,0,0,0,,11,17,0,9,5,3,10,0,7,0,0,22
444,161,CIN,0,0,0,0,0,0,0,0,,6,6,0,5,3,1,7,0,7,0,0,22
445,163,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,10,10,122,0,47,0,0,22
446,162,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,112,1,66,0,0,22
447,148,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,25,0,21,0,0,22
448,143,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,14,0,14,0,0,22
449,158,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,9,1,8,0,0,22
450,153,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,22
451,788,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,6,0,6,0,0,22
452,327,IND,17,28,146,3,1,3,25,19,95.2,7,25,0,7,0,0,0,0,0,1,1,23
453,339,IND,0,0,0,0,0,0,0,0,,5,82,0,55,1,1,4,0,4,0,0,23
454,331,IND,0,0,0,0,0,0,0,0,,20,51,0,10,3,2,12,0,9,0,0,23
455,321,IND,0,0,0,0,0,0,0,0,,2,9,0,5,2,1,5,0,5,0,0,23
456,313,IND,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,43,1,19,0,0,23
457,325,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,25,1,13,0,0,23
458,314,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,24,0,15,0,0,23
459,320,IND,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,21,0,13,0,0,23
460,328,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,1,12,0,0,23
461,316,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,23
462,332,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,23
463,730,TEN,19,28,154,1,0,4,35,25,93.5,5,32,0,15,0,0,0,0,0,1,0,23
464,741,TEN,0,0,0,0,0,0,0,0,,15,82,1,18,3,2,12,0,9,1,0,23
465,743,TEN,0,0,0,0,0,0,0,0,,3,9,0,4,1,1,5,0,5,0,0,23
466,726,TEN,0,0,0,0,0,0,0,0,,1,1,0,1,2,2,-1,0,0,0,0,23
467,736,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,39,0,15,0,0,23
468,742,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,38,0,25,0,0,23
469,732,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,25,0,11,0,0,23
470,739,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,24,0,15,0,0,23
471,728,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0,23
472,792,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,1,0,0,23
473,349,JAX,23,33,213,1,0,4,35,31,97.2,6,56,0,21,0,0,0,0,0,3,1,24
474,364,JAX,0,0,0,0,0,0,0,0,,15,47,0,14,6,4,40,0,20,0,0,24
475,344,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,73,0,31,0,0,24
476,362,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,55,1,14,0,0,24
477,350,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,28,0,10,0,0,24
478,360,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,14,0,9,0,0,24
479,351,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,3,0,3,0,0,24
480,291,HOU,16,29,159,0,0,4,22,31,70.9,4,5,1,4,0,0,0,0,0,2,0,24
481,369,HOU,0,0,0,0,0,0,0,0,,20,90,0,14,0,0,0,0,0,0,0,24
482,295,HOU,0,0,0,0,0,0,0,0,,6,31,0,19,1,0,0,0,0,0,0,24
483,308,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,40,0,28,0,0,24
484,309,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,40,0,14,0,0,24
485,456,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,38,0,31,0,0,24
486,294,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,25,0,16,0,0,24
487,305,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,9,0,9,0,0,24
488,300,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,7,0,6,0,0,24
489,458,MIN,14,32,230,1,2,1,7,61,52.9,2,17,0,11,0,0,0,0,0,2,1,25
490,473,MIN,0,0,0,0,0,0,0,0,,20,154,1,75,3,3,37,0,13,0,0,25
491,477,MIN,0,0,0,0,0,0,0,0,,4,25,0,14,0,0,0,0,0,0,0,25
492,471,MIN,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0,25
493,465,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,75,0,30,0,0,25
494,468,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,61,0,61,2,0,25
495,472,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,7,1,49,1,45,1,1,25
496,459,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,9,0,5,0,0,25
497,462,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,25
498,475,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,-1,0,-1,0,0,25
499,287,GNB,22,34,209,2,0,2,18,39,101.2,1,0,0,0,0,0,0,0,0,1,1,25
500,279,GNB,0,0,0,0,0,0,0,0,,23,116,1,15,6,4,34,0,15,0,0,25
501,283,GNB,0,0,0,0,0,0,0,0,,9,28,0,10,4,3,13,1,15,0,0,25
502,278,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,106,0,39,0,0,25
503,285,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,25,1,12,1,1,25
504,271,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,19,0,14,0,0,25
505,272,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,25
506,270,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,25
507,267,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,25
508,397,LAC,21,36,293,0,1,1,6,47,73.0,1,12,0,12,0,0,0,0,0,0,0,26
509,393,LAC,0,0,0,0,0,0,0,0,,17,66,1,12,6,6,67,0,35,1,1,26
510,415,LAC,0,0,0,0,0,0,0,0,,7,59,0,40,1,1,5,0,5,0,0,26
511,407,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,15,8,98,0,23,0,0,26
512,396,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,83,0,47,0,0,26
513,399,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,28,0,28,0,0,26
514,787,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,9,0,9,0,0,26
515,411,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,26
516,403,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,26
517,253,DET,22,30,245,2,2,0,0,36,91.7,4,13,0,8,0,0,0,0,0,0,0,26
518,259,DET,0,0,0,0,0,0,0,0,,12,41,0,9,3,2,47,1,36,0,0,26
519,789,DET,0,0,0,0,0,0,0,0,,5,30,0,17,2,2,6,0,6,0,0,26
520,244,DET,0,0,0,0,0,0,0,0,,5,8,0,7,0,0,0,0,0,0,0,26
521,662,DET,0,0,0,0,0,0,0,0,,2,2,0,4,0,0,0,0,0,0,0,26
522,261,DET,0,0,0,0,0,0,0,0,,0,0,0,0,10,8,117,1,31,0,0,26
523,260,DET,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,43,0,24,0,0,26
524,254,DET,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,18,0,7,0,0,26
525,793,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,26
526,245,DET,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,7,0,7,0,0,26
527,251,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,26
528,610,PHI,25,43,231,1,2,3,18,43,61.3,3,3,1,2,0,0,0,0,0,0,0,27
529,624,PHI,3,5,24,0,0,0,0,13,72.1,0,0,0,0,0,0,0,0,0,0,0,27
530,622,PHI,0,0,0,0,0,0,0,0,,10,28,0,5,4,3,9,0,7,0,0,27
531,625,PHI,0,0,0,0,0,0,0,0,,8,18,0,5,1,1,8,0,8,0,0,27
532,631,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,107,1,43,0,0,27
533,611,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,16,8,72,0,16,0,0,27
534,617,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,50,0,17,0,0,27
535,630,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,5,0,3,0,0,27
536,607,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,4,0,4,0,0,27
537,30,ATL,27,43,320,3,3,1,10,54,79.6,2,3,0,4,0,0,0,0,0,0,0,27
538,35,ATL,0,0,0,0,0,0,0,0,,4,32,0,28,3,2,13,0,8,0,0,27
539,37,ATL,0,0,0,0,0,0,0,0,,11,22,0,9,4,3,42,0,28,0,0,27
540,44,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,10,5,106,2,54,0,0,27
541,41,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,10,8,105,1,34,0,0,27
542,25,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,34,0,14,0,0,27
543,23,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,16,0,7,0,0,27
544,42,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,1,0,27
545,27,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,27
546,26,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,27
547,380,KAN,30,44,443,4,0,2,7,44,131.2,1,-1,0,-1,0,0,0,0,0,1,1,28
548,79,KAN,0,0,0,0,0,0,0,0,,11,23,0,6,3,3,0,0,5,0,0,28
549,378,KAN,0,0,0,0,0,0,0,0,,9,8,0,5,5,3,48,0,32,0,0,28
550,382,KAN,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,28
551,366,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,172,2,44,0,0,28
552,386,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,107,1,34,0,0,28
553,377,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,61,1,42,0,0,28
554,372,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,13,6,49,0,14,0,0,28
555,374,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,28
